id,name,open,labeled,commented,closed
MDExOlB1bGxSZXF1ZXN0MTU3NDYwMDA=,https://github.com/ledgersmb/LedgerSMB/pull/42,2014-05-11T20:39:18Z,,,2014-05-11T20:39:23Z
MDExOlB1bGxSZXF1ZXN0MTU3NDYwMDg=,https://github.com/ledgersmb/LedgerSMB/pull/43,2014-05-11T20:39:56Z,,,2014-05-11T20:40:06Z
MDExOlB1bGxSZXF1ZXN0MTU3NjIxMTQ=,https://github.com/ledgersmb/LedgerSMB/pull/44,2014-05-12T11:30:48Z,,,2014-05-12T11:30:54Z
MDExOlB1bGxSZXF1ZXN0MTU3NzQzNzc=,https://github.com/ledgersmb/LedgerSMB/pull/45,2014-05-12T15:48:36Z,,,2014-05-12T15:48:43Z
MDExOlB1bGxSZXF1ZXN0MTU3Nzg2Nzc=,https://github.com/ledgersmb/LedgerSMB/pull/46,2014-05-12T17:08:56Z,,,2014-05-12T17:09:01Z
MDExOlB1bGxSZXF1ZXN0MTU3ODM5NTE=,https://github.com/ledgersmb/LedgerSMB/pull/47,2014-05-12T18:55:01Z,,,2014-05-12T18:55:06Z
MDExOlB1bGxSZXF1ZXN0MTU3ODM5ODU=,https://github.com/ledgersmb/LedgerSMB/pull/48,2014-05-12T18:55:44Z,,,2014-05-12T18:55:48Z
MDExOlB1bGxSZXF1ZXN0MTU3ODQwMTM=,https://github.com/ledgersmb/LedgerSMB/pull/49,2014-05-12T18:56:20Z,,,2014-05-12T18:56:25Z
MDExOlB1bGxSZXF1ZXN0MTU3OTQ4ODA=,https://github.com/ledgersmb/LedgerSMB/pull/50,2014-05-12T22:24:07Z,,2014-05-13T04:57:57Z,2014-05-14T06:50:43Z
MDExOlB1bGxSZXF1ZXN0MTU4NjYxNzQ=,https://github.com/ledgersmb/LedgerSMB/pull/51,2014-05-14T08:32:12Z,,,2014-05-14T08:32:20Z
MDExOlB1bGxSZXF1ZXN0MTU4OTcwNDY=,https://github.com/ledgersmb/LedgerSMB/pull/52,2014-05-14T19:10:08Z,,,2014-05-14T19:10:28Z
MDExOlB1bGxSZXF1ZXN0MTU4OTc3MTg=,https://github.com/ledgersmb/LedgerSMB/pull/53,2014-05-14T19:21:46Z,,,2014-05-15T21:58:25Z
MDExOlB1bGxSZXF1ZXN0MTYwMTAwODM=,https://github.com/ledgersmb/LedgerSMB/pull/54,2014-05-16T21:32:29Z,,,2014-05-16T21:32:35Z
MDExOlB1bGxSZXF1ZXN0MTYwMTAxMjU=,https://github.com/ledgersmb/LedgerSMB/pull/55,2014-05-16T21:33:41Z,,,2014-05-16T21:33:48Z
MDExOlB1bGxSZXF1ZXN0MTYwMjI1NDY=,https://github.com/ledgersmb/LedgerSMB/pull/56,2014-05-17T18:05:50Z,,2014-05-17T18:09Z,2014-05-18T14:31:49Z
MDExOlB1bGxSZXF1ZXN0MTYwMjM5ODA=,https://github.com/ledgersmb/LedgerSMB/pull/57,2014-05-17T21:18:32Z,,,2014-05-17T21:18:54Z
MDExOlB1bGxSZXF1ZXN0MTYwMjQwMjg=,https://github.com/ledgersmb/LedgerSMB/pull/58,2014-05-17T21:23:54Z,,,2014-05-17T21:23:59Z
MDExOlB1bGxSZXF1ZXN0MTYwMjQzMDc=,https://github.com/ledgersmb/LedgerSMB/pull/59,2014-05-17T22:03:20Z,,,2014-05-17T22:03:28Z
MDExOlB1bGxSZXF1ZXN0MTYwMjQ2Njc=,https://github.com/ledgersmb/LedgerSMB/pull/60,2014-05-17T22:57:34Z,,,2014-05-17T22:57:40Z
MDExOlB1bGxSZXF1ZXN0MTYwMjQ2Nzk=,https://github.com/ledgersmb/LedgerSMB/pull/61,2014-05-17T23:00:13Z,,,2014-05-17T23:00:17Z
MDExOlB1bGxSZXF1ZXN0MTYwMjk4ODM=,https://github.com/ledgersmb/LedgerSMB/pull/62,2014-05-18T15:25:44Z,,,2014-05-18T15:25:50Z
MDExOlB1bGxSZXF1ZXN0MTYwMzAxOTQ=,https://github.com/ledgersmb/LedgerSMB/pull/63,2014-05-18T16:08:53Z,,2014-05-18T16:14:01Z,2014-05-19T10:17:40Z
MDExOlB1bGxSZXF1ZXN0MTYwMzIxMTg=,https://github.com/ledgersmb/LedgerSMB/pull/64,2014-05-18T20:19:27Z,,,2014-05-18T20:19:32Z
MDExOlB1bGxSZXF1ZXN0MTYwNjg2OTk=,https://github.com/ledgersmb/LedgerSMB/pull/65,2014-05-19T18:27:19Z,,,2014-05-19T18:27:25Z
MDExOlB1bGxSZXF1ZXN0MTYxMjcwNzM=,https://github.com/ledgersmb/LedgerSMB/pull/66,2014-05-20T19:33:18Z,,,2014-05-21T07:47:26Z
MDExOlB1bGxSZXF1ZXN0MTYxNjMzMjM=,https://github.com/ledgersmb/LedgerSMB/pull/67,2014-05-21T13:38:20Z,,2014-05-21T20:54:21Z,2014-05-22T09:56:01Z
MDExOlB1bGxSZXF1ZXN0MTYyMTExMDg=,https://github.com/ledgersmb/LedgerSMB/pull/68,2014-05-22T10:14:52Z,,,2014-05-22T10:24:14Z
MDExOlB1bGxSZXF1ZXN0MTYyNDAxNTg=,https://github.com/ledgersmb/LedgerSMB/pull/69,2014-05-22T19:49:52Z,,2014-05-22T19:50:15Z,2014-05-22T19:50:18Z
MDExOlB1bGxSZXF1ZXN0MTYzMDkwNDE=,https://github.com/ledgersmb/LedgerSMB/pull/70,2014-05-24T21:11:40Z,,,2014-05-25T07:56:23Z
MDExOlB1bGxSZXF1ZXN0MTYzMTc3MTk=,https://github.com/ledgersmb/LedgerSMB/pull/71,2014-05-25T21:44:03Z,,,2014-05-25T21:44:12Z
MDExOlB1bGxSZXF1ZXN0MTYzMzk1ODM=,https://github.com/ledgersmb/LedgerSMB/pull/72,2014-05-26T14:56:57Z,,,2014-05-26T14:57:03Z
MDExOlB1bGxSZXF1ZXN0MTYzMzk2NTQ=,https://github.com/ledgersmb/LedgerSMB/pull/73,2014-05-26T14:58:35Z,,,2014-05-26T15:15:28Z
MDExOlB1bGxSZXF1ZXN0MTYzOTc2NzY=,https://github.com/ledgersmb/LedgerSMB/pull/74,2014-05-27T21:34:57Z,,,2014-05-27T21:35:03Z
MDExOlB1bGxSZXF1ZXN0MTYzOTc3MTU=,https://github.com/ledgersmb/LedgerSMB/pull/75,2014-05-27T21:35:47Z,,,2014-05-28T05:56:01Z
MDExOlB1bGxSZXF1ZXN0MTY1MDUyMjI=,https://github.com/ledgersmb/LedgerSMB/pull/76,2014-05-29T21:26:33Z,,,2014-05-29T21:29:03Z
MDExOlB1bGxSZXF1ZXN0MTY1MDUzOTQ=,https://github.com/ledgersmb/LedgerSMB/pull/77,2014-05-29T21:30:07Z,,,2014-05-30T04:51:37Z
MDExOlB1bGxSZXF1ZXN0MTY1MjA1NTM=,https://github.com/ledgersmb/LedgerSMB/pull/78,2014-05-30T07:30:57Z,,,2014-05-30T07:38:50Z
MDExOlB1bGxSZXF1ZXN0MTY1MjEzMDQ=,https://github.com/ledgersmb/LedgerSMB/pull/79,2014-05-30T07:58:43Z,,,2014-05-30T07:59Z
MDExOlB1bGxSZXF1ZXN0MTY1MzQ0MTg=,https://github.com/ledgersmb/LedgerSMB/pull/80,2014-05-30T14:08:07Z,,,2014-05-30T14:10:49Z
MDExOlB1bGxSZXF1ZXN0MTY1MzQ5MzE=,https://github.com/ledgersmb/LedgerSMB/pull/81,2014-05-30T14:17:25Z,,,2014-05-30T14:17:57Z
MDExOlB1bGxSZXF1ZXN0MTY1NDY0NjI=,https://github.com/ledgersmb/LedgerSMB/pull/82,2014-05-30T18:06:30Z,,,2014-05-30T18:06:36Z
MDExOlB1bGxSZXF1ZXN0MTY1NDY1MTE=,https://github.com/ledgersmb/LedgerSMB/pull/83,2014-05-30T18:07:28Z,,2014-05-30T21:57:15Z,2014-05-31T08:27:58Z
MDExOlB1bGxSZXF1ZXN0MTY1NTcyNDc=,https://github.com/ledgersmb/LedgerSMB/pull/84,2014-05-30T21:55:36Z,,,2014-05-30T21:55:40Z
MDExOlB1bGxSZXF1ZXN0MTY1NjQ5MDY=,https://github.com/ledgersmb/LedgerSMB/pull/85,2014-05-31T08:26:56Z,,,2014-05-31T08:27:02Z
MDExOlB1bGxSZXF1ZXN0MTY1NjY3MDA=,https://github.com/ledgersmb/LedgerSMB/pull/86,2014-05-31T13:43:39Z,,,2014-05-31T13:43:44Z
MDExOlB1bGxSZXF1ZXN0MTY1NjY3MDM=,https://github.com/ledgersmb/LedgerSMB/pull/87,2014-05-31T13:44:02Z,,,2014-05-31T14:03:46Z
MDExOlB1bGxSZXF1ZXN0MTY1NjczMzc=,https://github.com/ledgersmb/LedgerSMB/pull/88,2014-05-31T15:05:59Z,,,2014-06-01T01:48:58Z
MDExOlB1bGxSZXF1ZXN0MTY1Njk1NTU=,https://github.com/ledgersmb/LedgerSMB/pull/89,2014-05-31T19:30:10Z,,,2014-05-31T19:30:25Z
MDExOlB1bGxSZXF1ZXN0MTY1Njk3MzI=,https://github.com/ledgersmb/LedgerSMB/pull/90,2014-05-31T19:49:35Z,,,2014-05-31T19:49:38Z
MDExOlB1bGxSZXF1ZXN0MTY1Njk3ODE=,https://github.com/ledgersmb/LedgerSMB/pull/91,2014-05-31T19:55:35Z,,,2014-06-01T01:52:26Z
MDExOlB1bGxSZXF1ZXN0MTY1Njk3OTE=,https://github.com/ledgersmb/LedgerSMB/pull/92,2014-05-31T19:56:42Z,,,2014-06-01T01:53:11Z
MDExOlB1bGxSZXF1ZXN0MTY1NzAzMTQ=,https://github.com/ledgersmb/LedgerSMB/pull/93,2014-05-31T20:59:21Z,,,2014-05-31T21:02:46Z
MDExOlB1bGxSZXF1ZXN0MTY1NzA0MTM=,https://github.com/ledgersmb/LedgerSMB/pull/94,2014-05-31T21:12:24Z,,,2014-06-01T01:53:48Z
MDExOlB1bGxSZXF1ZXN0MTY1NzA3MDA=,https://github.com/ledgersmb/LedgerSMB/pull/95,2014-05-31T21:53:01Z,,2014-05-31T21:55:24Z,2014-06-01T01:51:17Z
MDExOlB1bGxSZXF1ZXN0MTY1NzI2MzA=,https://github.com/ledgersmb/LedgerSMB/pull/96,2014-06-01T03:34:55Z,,,2014-06-01T08:43:10Z
MDExOlB1bGxSZXF1ZXN0MTY1NzI2MzU=,https://github.com/ledgersmb/LedgerSMB/pull/97,2014-06-01T03:36:16Z,,,2014-06-01T06:45:01Z
MDExOlB1bGxSZXF1ZXN0MTY1NzQyODc=,https://github.com/ledgersmb/LedgerSMB/pull/98,2014-06-01T09:11:39Z,,,2014-06-01T09:28:44Z
MDExOlB1bGxSZXF1ZXN0MTY1NzQzNTE=,https://github.com/ledgersmb/LedgerSMB/pull/99,2014-06-01T09:25:15Z,,,2014-06-01T09:28:11Z
MDExOlB1bGxSZXF1ZXN0MTY1NzgyNjQ=,https://github.com/ledgersmb/LedgerSMB/pull/100,2014-06-01T18:56:01Z,,,2014-06-01T18:56:08Z
MDExOlB1bGxSZXF1ZXN0MTY2MjQ0MjA=,https://github.com/ledgersmb/LedgerSMB/pull/101,2014-06-02T21:47:56Z,,,2014-06-02T21:48Z
MDExOlB1bGxSZXF1ZXN0MTY2MjQ0NDc=,https://github.com/ledgersmb/LedgerSMB/pull/102,2014-06-02T21:48:29Z,,,2014-06-03T05:38:51Z
MDExOlB1bGxSZXF1ZXN0MTY2NDkyOTI=,https://github.com/ledgersmb/LedgerSMB/pull/103,2014-06-03T12:16:48Z,,,2014-06-03T12:20:46Z
MDExOlB1bGxSZXF1ZXN0MTY2NDk1MzQ=,https://github.com/ledgersmb/LedgerSMB/pull/104,2014-06-03T12:23:15Z,,,2014-06-03T12:23:35Z
MDExOlB1bGxSZXF1ZXN0MTY2NDk5MTc=,https://github.com/ledgersmb/LedgerSMB/pull/105,2014-06-03T12:33:06Z,,,2014-06-03T12:52:47Z
MDExOlB1bGxSZXF1ZXN0MTY2Nzc4MzI=,https://github.com/ledgersmb/LedgerSMB/pull/106,2014-06-03T21:01:14Z,,,2014-06-03T21:01:17Z
MDExOlB1bGxSZXF1ZXN0MTY2Nzc4NjE=,https://github.com/ledgersmb/LedgerSMB/pull/107,2014-06-03T21:01:45Z,,,2014-06-03T21:02:08Z
MDExOlB1bGxSZXF1ZXN0MTY2ODc1MzM=,https://github.com/ledgersmb/LedgerSMB/pull/108,2014-06-04T01:26:07Z,,,2014-06-04T01:31:04Z
MDExOlB1bGxSZXF1ZXN0MTY2ODc1NzE=,https://github.com/ledgersmb/LedgerSMB/pull/109,2014-06-04T01:28:06Z,,,2014-06-04T01:30:46Z
MDExOlB1bGxSZXF1ZXN0MTY2OTA0OTE=,https://github.com/ledgersmb/LedgerSMB/pull/110,2014-06-04T03:58:55Z,,,2014-06-04T03:59Z
MDExOlB1bGxSZXF1ZXN0MTY2OTA1NTI=,https://github.com/ledgersmb/LedgerSMB/pull/111,2014-06-04T04:03:40Z,,,2014-06-04T04:03:46Z
MDExOlB1bGxSZXF1ZXN0MTY2OTgzMDU=,https://github.com/ledgersmb/LedgerSMB/pull/112,2014-06-04T09:18:59Z,,,2014-06-04T09:21:09Z
MDExOlB1bGxSZXF1ZXN0MTY2OTgzMjI=,https://github.com/ledgersmb/LedgerSMB/pull/113,2014-06-04T09:19:22Z,,,2014-06-04T09:20:01Z
MDExOlB1bGxSZXF1ZXN0MTY3MDM4MTM=,https://github.com/ledgersmb/LedgerSMB/pull/114,2014-06-04T11:43:50Z,,,2014-06-04T11:44Z
MDExOlB1bGxSZXF1ZXN0MTY3MDM4MzA=,https://github.com/ledgersmb/LedgerSMB/pull/115,2014-06-04T11:44:22Z,,,2014-06-04T11:44:27Z
MDExOlB1bGxSZXF1ZXN0MTY3MDk5NzM=,https://github.com/ledgersmb/LedgerSMB/pull/116,2014-06-04T14:04:48Z,,,2014-06-04T14:06:11Z
MDExOlB1bGxSZXF1ZXN0MTY3MTAwODI=,https://github.com/ledgersmb/LedgerSMB/pull/117,2014-06-04T14:06:58Z,,,2014-06-04T14:07:32Z
MDExOlB1bGxSZXF1ZXN0MTY3NTcxOTU=,https://github.com/ledgersmb/LedgerSMB/pull/118,2014-06-05T09:59:38Z,,,2014-06-05T10:00Z
MDExOlB1bGxSZXF1ZXN0MTY3NTcyOTc=,https://github.com/ledgersmb/LedgerSMB/pull/119,2014-06-05T10:02:36Z,,,2014-06-05T10:02:47Z
MDExOlB1bGxSZXF1ZXN0MTY3NjAxODU=,https://github.com/ledgersmb/LedgerSMB/pull/120,2014-06-05T11:16:38Z,,,2014-06-05T11:17:42Z
MDExOlB1bGxSZXF1ZXN0MTY3NjAyMjE=,https://github.com/ledgersmb/LedgerSMB/pull/121,2014-06-05T11:17:21Z,,,2014-06-05T11:17:31Z
MDExOlB1bGxSZXF1ZXN0MTY3NzAxMjA=,https://github.com/ledgersmb/LedgerSMB/pull/122,2014-06-05T14:48:46Z,,,2014-06-06T07:02:16Z
MDExOlB1bGxSZXF1ZXN0MTY3NzAxNjA=,https://github.com/ledgersmb/LedgerSMB/pull/123,2014-06-05T14:49:21Z,,,2014-06-06T07:02:01Z
MDExOlB1bGxSZXF1ZXN0MTY3NzAyMjc=,https://github.com/ledgersmb/LedgerSMB/pull/124,2014-06-05T14:50:29Z,,,2014-06-06T07:02:38Z
MDExOlB1bGxSZXF1ZXN0MTY4MDg0MTc=,https://github.com/ledgersmb/LedgerSMB/pull/125,2014-06-06T07:57:33Z,,,2014-06-06T07:57:39Z
MDExOlB1bGxSZXF1ZXN0MTY4MDg0MzU=,https://github.com/ledgersmb/LedgerSMB/pull/126,2014-06-06T07:58:09Z,,,2014-06-06T07:58:30Z
MDExOlB1bGxSZXF1ZXN0MTY4MTQwMzQ=,https://github.com/ledgersmb/LedgerSMB/pull/127,2014-06-06T10:35:05Z,,,2014-06-06T10:35:11Z
MDExOlB1bGxSZXF1ZXN0MTY4MTgxMzA=,https://github.com/ledgersmb/LedgerSMB/pull/128,2014-06-06T12:38:55Z,,2014-06-06T12:45:04Z,2014-06-06T12:44:40Z
MDExOlB1bGxSZXF1ZXN0MTY4MjEzNzU=,https://github.com/ledgersmb/LedgerSMB/pull/129,2014-06-06T13:53:09Z,,,2014-06-06T13:53:15Z
MDExOlB1bGxSZXF1ZXN0MTY4MjE0MTA=,https://github.com/ledgersmb/LedgerSMB/pull/130,2014-06-06T13:53:53Z,,,2014-06-06T13:54:09Z
MDExOlB1bGxSZXF1ZXN0MTY4MjE0NDk=,https://github.com/ledgersmb/LedgerSMB/pull/131,2014-06-06T13:54:36Z,,,2014-06-06T13:54:43Z
MDExOlB1bGxSZXF1ZXN0MTY4NTE1NDg=,https://github.com/ledgersmb/LedgerSMB/pull/132,2014-06-07T05:28Z,,,2014-06-07T05:48:46Z
MDExOlB1bGxSZXF1ZXN0MTY4NTE2NjY=,https://github.com/ledgersmb/LedgerSMB/pull/133,2014-06-07T05:47:56Z,,,2014-06-07T05:48:28Z
MDExOlB1bGxSZXF1ZXN0MTY4NTIxODc=,https://github.com/ledgersmb/LedgerSMB/pull/134,2014-06-07T07:11:40Z,,,2014-06-07T07:13:21Z
MDExOlB1bGxSZXF1ZXN0MTY4NTIxOTU=,https://github.com/ledgersmb/LedgerSMB/pull/135,2014-06-07T07:12:36Z,,,2014-06-07T07:13:07Z
MDExOlB1bGxSZXF1ZXN0MTY4NTczMjY=,https://github.com/ledgersmb/LedgerSMB/pull/136,2014-06-07T20:23:24Z,,,2014-06-07T20:23:34Z
MDExOlB1bGxSZXF1ZXN0MTY4NTczMzE=,https://github.com/ledgersmb/LedgerSMB/pull/137,2014-06-07T20:24:15Z,,,2014-06-07T20:24:21Z
MDExOlB1bGxSZXF1ZXN0MTY4NTczMzc=,https://github.com/ledgersmb/LedgerSMB/pull/138,2014-06-07T20:24:50Z,,,2014-06-07T20:25:01Z
MDExOlB1bGxSZXF1ZXN0MTY4NjA4MTc=,https://github.com/ledgersmb/LedgerSMB/pull/139,2014-06-08T06:47:24Z,,,2014-06-08T06:47:34Z
MDExOlB1bGxSZXF1ZXN0MTY4NjA4MjU=,https://github.com/ledgersmb/LedgerSMB/pull/140,2014-06-08T06:48:20Z,,,2014-06-08T06:48:28Z
MDExOlB1bGxSZXF1ZXN0MTY4NjExMjk=,https://github.com/ledgersmb/LedgerSMB/pull/141,2014-06-08T07:46:44Z,,,2014-06-08T07:46:52Z
MDExOlB1bGxSZXF1ZXN0MTY4NjExMzA=,https://github.com/ledgersmb/LedgerSMB/pull/142,2014-06-08T07:47:18Z,,,2014-06-08T09:14:56Z
MDExOlB1bGxSZXF1ZXN0MTY4NjE2MTk=,https://github.com/ledgersmb/LedgerSMB/pull/143,2014-06-08T09:15:18Z,,,2014-06-08T09:15:22Z
MDExOlB1bGxSZXF1ZXN0MTY4NjI4NzA=,https://github.com/ledgersmb/LedgerSMB/pull/144,2014-06-08T12:57:57Z,,,2014-06-08T12:58:02Z
MDExOlB1bGxSZXF1ZXN0MTY4NjI4Nzc=,https://github.com/ledgersmb/LedgerSMB/pull/145,2014-06-08T12:58:46Z,,,2014-06-08T12:58:52Z
MDExOlB1bGxSZXF1ZXN0MTY4NjI4ODI=,https://github.com/ledgersmb/LedgerSMB/pull/146,2014-06-08T12:59:33Z,,,2014-06-08T12:59:39Z
MDExOlB1bGxSZXF1ZXN0MTY4NjMzMzQ=,https://github.com/ledgersmb/LedgerSMB/pull/147,2014-06-08T14:03:38Z,,,2014-06-08T14:03:44Z
MDExOlB1bGxSZXF1ZXN0MTY4NjMzMzk=,https://github.com/ledgersmb/LedgerSMB/pull/148,2014-06-08T14:04:05Z,,,2014-06-08T14:04:10Z
MDExOlB1bGxSZXF1ZXN0MTY4NjMzNDA=,https://github.com/ledgersmb/LedgerSMB/pull/149,2014-06-08T14:04:25Z,,,2014-06-08T14:04:29Z
MDExOlB1bGxSZXF1ZXN0MTY4NjY4ODI=,https://github.com/ledgersmb/LedgerSMB/pull/150,2014-06-08T21:23:37Z,,,2014-06-09T01:28:59Z
MDExOlB1bGxSZXF1ZXN0MTY5ODIwOTA=,https://github.com/ledgersmb/LedgerSMB/pull/151,2014-06-11T06:57:22Z,,,2014-06-11T06:57:32Z
